patient_id	PC1	PC2	cluster
TCGA-BP-4169	6.2393315984051645	-6.846253507728961	1
TCGA-BP-4170	1.4139329824024092	-2.7748878070026595	2
TCGA-BP-4173	-4.958937545366675	3.385396940464395	2
TCGA-BP-4174	5.467824763827485	-0.27030872232707176	1
TCGA-BP-4325	-5.271659003720544	2.5778507857802424	2
TCGA-BP-4326	-1.3061439754463486	0.07995673244431314	2
TCGA-BP-4327	-0.1241858511684667	-2.0423512308048726	2
TCGA-BP-4329	-3.0698103362820333	0.5808687633407662	2
TCGA-BP-4330	-1.666402329542795	-2.0608060457658786	2
TCGA-BP-4331	-2.113515584049478	-2.582586983056966	2
TCGA-BP-4332	8.052332543390248	-4.149825768377235	1
TCGA-BP-4334	12.69203236841799	4.537031411225194	1
TCGA-BP-4335	-1.1094605399044977	-1.3628867525433197	2
TCGA-BP-4337	4.067214802477981	0.1716764993029808	1
TCGA-BP-4338	2.911341830964311	7.012611650318555	1
TCGA-BP-4341	8.265854517365705	1.07021909346272	1
TCGA-BP-4342	-2.1909097572908514	-1.0874954102723533	2
TCGA-BP-4343	-4.055634792840324	2.0737666591021875	2
TCGA-BP-4344	1.8012642975529092	-5.294816780524002	2
TCGA-BP-4345	0.7631691639912902	-1.879771388001221	2
TCGA-BP-4346	-4.249617394077274	1.1828755812009157	2
TCGA-BP-4347	-2.5381485266163133	-0.7114583743910494	2
TCGA-BP-4349	3.261059055965382	-5.753321948591342	2
TCGA-BP-4351	-2.9397645412986244	-1.2363473736754103	2
TCGA-BP-4352	1.61945652777206	8.931815618785114	1
TCGA-BP-4353	2.7140390406732684	-3.043414910065674	2
TCGA-BP-4354	7.589904782829672	6.786745576096583	1
TCGA-BP-4355	3.164830823073904	-4.400060717906899	2
TCGA-BP-4756	1.0236698406932074	7.2110962743607265	2
TCGA-BP-4758	-0.5489438431374019	-0.2757377361375089	2
TCGA-BP-4759	-2.459847354267891	-0.3783115826141057	2
TCGA-BP-4760	-3.956569363061698	-5.850173424978459	2
TCGA-BP-4761	7.403504841006902	8.422976535316598	1
TCGA-BP-4762	1.5523132232355215	-6.789083760676517	2
TCGA-BP-4763	-0.24802699288330504	-1.8232653537463663	2
TCGA-BP-4765	3.0437940939638217	-5.3632407489662945	2
TCGA-BP-4766	2.052911611355153	-1.149838027044041	2
TCGA-BP-4768	-7.340847252848645	-0.8250103915853766	2
TCGA-BP-4769	5.206272568121234	-7.250264525683588	2
TCGA-BP-4770	1.2026875523424365	6.174842649878936	2
TCGA-BP-4771	2.6098680658469022	3.441236418780348	1
TCGA-BP-4774	-0.8711888392738634	-0.9798913744001871	2
TCGA-BP-4775	-1.5611303541957215	-5.516967868113925	2
TCGA-BP-4776	-0.4659953629186657	1.1085621746793022	2
TCGA-BP-4777	2.6182347706442792	-1.1562388901456895	2
TCGA-BP-4781	-1.8177390040668933	-3.8835449018465105	2
TCGA-BP-4784	8.827939697636504	-4.499731229184872	1
TCGA-BP-4787	3.618791718782352	2.426336412064355	1
TCGA-BP-4789	0.140362445082547	-3.2400428809159156	2
TCGA-BP-4790	-0.2122283453690714	-0.9969089122617776	2
TCGA-BP-4797	-3.786545398752048	-2.128790162924571	2
TCGA-BP-4798	2.0173812993696534	6.02956704787046	1
TCGA-BP-4799	24.180488002331952	-1.3006360281636409	1
TCGA-BP-4801	5.529627407216297	-6.4632162323465865	1
TCGA-BP-4803	-2.3625743425414485	-3.009585331737392	2
TCGA-BP-4804	0.33392206642618405	-1.5907131827264784	2
